index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
66e4cb92514ae22419e0ecbb6b457db1,2026-01-13T05:53:49Z,'Nebel Vorhersage',www.stern.de,de,0.8,Vorhersage: Glättegefahr am Morgen – Wetter bleibt nass und trüb,Nach Glatteis in den frühen Morgenstunden bleibt es ungemütlich mit Nebel und Regen in Berlin und Brandenburg. In den kommenden Tagen steigen die Temperaturen.,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/wetter--tauwetter-sorgt-fuer-spiegelglatte-strassen-37035362.html,https://image.stern.de/37035388/t/wt/v1/w1440/r1.7778/-/13--cr2b62xk2dv2axs2048jpeg---cb8f9b1deb49613d.jpg,http://web.archive.org/web/20260114052604/https://www.stern.de/gesellschaft/regional/berlin-brandenburg/wetter--tauwetter-sorgt-fuer-spiegelglatte-strassen-37035362.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Nach tagelangem Frost setzt nun das Tauwetter ein mit Nebel und Regen in Berlin und Brandenburg. Das bringt zunächst Gefahren wegen des eiskalten… [+1389 chars]",,Vorhersage: Glättegefahr am Morgen – Wetter bleibt nass und trüb. Nach Glatteis in den frühen Morgenstunden bleibt es ungemütlich mit Nebel und Regen in Berlin und Brandenburg. In den kommenden Tagen steigen die Temperaturen.,"Forecast: Danger of slippery conditions in the morning - weather remains wet and cloudy. After black ice in the early hours of the morning, it remains uncomfortable with fog and rain in Berlin and Brandenburg. Temperatures will rise in the coming days.","Praedictio: Periculum conditionum lubricae mane - tempestas manet humida et nubila. Post glaciem nigram primis horis matutinis, in Berolinensi et Brandenburgico manet incommoditas nebula et pluvia. Temperaturae in venturis diebus resurgent.",2026-01-15 13:55:12+00:00
8561d8aea154382623320c24a9a01ba5,2026-01-13T05:55:13Z,'Nebel Vorhersage',www.tagesspiegel.de,de,0.8,Vorhersage: Glättegefahr am Morgen – Wetter bleibt nass und trüb,Nach Glatteis in den frühen Morgenstunden bleibt es ungemütlich mit Nebel und Regen in Berlin und Brandenburg. In den kommenden Tagen steigen die Temperaturen.,https://www.tagesspiegel.de/berlin/vorhersage-glattegefahr-am-morgen--wetter-bleibt-nass-und-trub-15130762.html,https://www.tagesspiegel.de/images/15130761/alternates/BASE_16_9_W1400/1768283713000/winterwetter-in-berlin.jpeg,http://web.archive.org/web/20260114053714/https://www.tagesspiegel.de/berlin/vorhersage-glattegefahr-am-morgen--wetter-bleibt-nass-und-trub-15130762.html,Glatteis prägt das Wetter in Berlin und Brandenburg. Der Deutsche Wetterdienst (DWD) warnt in beiden Ländern bis zum Dienstagmorgen vor hoher Glättegefahr. An Oder und Neiße kann es bis zum Mittag au… [+812 chars],,Vorhersage: Glättegefahr am Morgen – Wetter bleibt nass und trüb. Nach Glatteis in den frühen Morgenstunden bleibt es ungemütlich mit Nebel und Regen in Berlin und Brandenburg. In den kommenden Tagen steigen die Temperaturen.,"Forecast: Danger of slippery conditions in the morning - weather remains wet and cloudy. After black ice in the early hours of the morning, it remains uncomfortable with fog and rain in Berlin and Brandenburg. Temperatures will rise in the coming days.","Praedictio: Periculum conditionum lubricae mane - tempestas manet humida et nubila. Post glaciem nigram primis horis matutinis, in Berolinensi et Brandenburgico manet incommoditas nebula et pluvia. Temperaturae in venturis diebus resurgent.",2026-01-15 13:55:12+00:00
1eca51f27b8e5ad2e8f88c1a91f73ad3,2026-01-06T06:24:35Z,'Nebel Wetter',www.zeit.de,de,0.8,Wetter: Frost und Nebel am Dreikönigstag in Baden-Württemberg,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frost und Nebel am Dreikönigstag in Baden-Württemberg“.,https://www.zeit.de/news/2026-01/06/frost-und-nebel-am-dreikoenigstag-in-baden-wuerttemberg,https://img.zeit.de/news/2026-01/06/frost-und-nebel-am-dreikoenigstag-in-baden-wuerttemberg-image-group/wide__1300x731,http://web.archive.org/web/20260106123018/https://www.zeit.de/news/2026-01/06/frost-und-nebel-am-dreikoenigstag-in-baden-wuerttemberg,"Nach einer weiteren eisigen Nacht geht es in Baden-Württemberg auch am Dreikönigstag winterlich weiter. Nach der Prognose des Deutschen Wetterdienstes (DWD) könnte es vor allem in Mittelbaden, auf de… [+964 chars]",,Wetter: Frost und Nebel am Dreikönigstag in Baden-Württemberg. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frost und Nebel am Dreikönigstag in Baden-Württemberg“.,Weather: Frost and fog on Epiphany in Baden-Württemberg. Here you will find information on the topic of “weather”. Read “Frost and Fog on Epiphany in Baden-Württemberg” now.,"Tempestas: Frons et nebula in Epiphania in Baden-Württemberg. Hic informationes invenies in argumento ""tempestatis"". Lege nunc ""Frost et Caligo in Epiphania"" in Baden-Württemberg.",2026-01-17 07:35:16+00:00
03a36c39fca4065b4478257330a204a1,2026-01-13T06:16:28Z,'Nebel Wetter',www.zeit.de,de,0.8,Wetter: Vorsicht auf den Straßen - Glätte und Nebel am Morgen,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Vorsicht auf den Straßen - Glätte und Nebel am Morgen“.,https://www.zeit.de/news/2026-01/13/vorsicht-auf-den-strassen-glaette-und-nebel-am-morgen,https://img.zeit.de/news/2026-01/13/vorsicht-auf-den-strassen-glaette-und-nebel-am-morgen-image-group/wide__1300x731,http://web.archive.org/web/20260113063444/https://www.zeit.de/news/2026-01/13/vorsicht-auf-den-strassen-glaette-und-nebel-am-morgen,In Niedersachsen steigen die Temperaturen wieder an. Am Morgen kann es allerdings trotzdem erneut glatt werden - vor allem im Osten und im Harz. Der Deutsche Wetterdienst (DWD) sagt für den Nordweste… [+527 chars],,Wetter: Vorsicht auf den Straßen - Glätte und Nebel am Morgen. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Vorsicht auf den Straßen - Glätte und Nebel am Morgen“.,Weather: Be careful on the roads - slippery and foggy in the morning. Here you will find information on the topic of “weather”. Read “Be careful on the roads - slippery and foggy mornings” now.,"Tempestas: Cave in viis - mane lubricum et nebulosum. Hic informationes invenies in argumento ""tempestatis"". Lege ""Cavete in viis - mane lubricum et caliginosum"" nunc.",2026-01-17 07:35:16+00:00
b01a8066f9d0ff0b236158d2d12ceb6b,2026-01-15T05:06:27Z,'Nebel Wetter',www.zeit.de,de,0.8,Wetter: Nebel und stellenweise noch Glätte in Berlin und Brandenburg,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Nebel und stellenweise noch Glätte in Berlin und Brandenburg“.,https://www.zeit.de/news/2026-01/15/nebel-und-stellenweise-noch-glaette-in-berlin-und-brandenburg,https://img.zeit.de/news/2026-01/15/nebel-und-stellenweise-noch-glaette-in-berlin-und-brandenburg-image-group/wide__1300x731,,"Der Donnerstagmorgen startet in Berlin und Brandenburg wieder glatt. Grund dafür sind erneut Temperaturen knapp unter dem Gefrierpunkt und überfrierende Nässe, heißt es vom Deutschen Wetterdienst (DW… [+1173 chars]",,Wetter: Nebel und stellenweise noch Glätte in Berlin und Brandenburg. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Nebel und stellenweise noch Glätte in Berlin und Brandenburg“.,Weather: Fog and still slippery places in Berlin and Brandenburg. Here you will find information on the topic of “weather”. Now read “Fog and still ice in places in Berlin and Brandenburg”.,"Weather: Caligo et adhuc lubrica loca Berolini et Brandenburgici. Hic informationes invenies in argumento ""tempestatis"". Nunc legitur ""Nebula et glacies in locis Berolini et Brandenburgici"".",2026-01-17 07:35:16+00:00
03819043ea37d1561326179b4051646b,2026-01-08T17:40:00Z,'Nebel schlechte Sicht',www.stern.de,de,0.3,Tipps: Autofahren im Winter: So sollten Sie sich bei Schnee und Glätte verhalten,"Bei Schnee, Glätte und Nebel ist Autofahren besonders gefährlich. Das sollten Autofahrerinnen und Autofahrer wissen, um sicher durch das Winterwetter zu kommen.",https://www.stern.de/auto/schnee-und-glaette--das-muessen-autofahrer-jetzt-wissen-33006606.html,https://image.stern.de/37021580/t/yQ/v1/w1440/r1.7778/-/schnee-sturm-glaette-winter-auto-wetter-2026.jpg,http://web.archive.org/web/20260108183748/https://www.stern.de/auto/schnee-und-glaette--das-muessen-autofahrer-jetzt-wissen-33006606.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Bei Schnee, Glätte und Nebel ist Autofahren besonders gefährlich. Das sollten Autofahrerinnen und Autofahrer wissen, um sicher durch das Winterwe… [+7424 chars]",,"Tipps: Autofahren im Winter: So sollten Sie sich bei Schnee und Glätte verhalten. Bei Schnee, Glätte und Nebel ist Autofahren besonders gefährlich. Das sollten Autofahrerinnen und Autofahrer wissen, um sicher durch das Winterwetter zu kommen.","Tips: Driving in winter: This is how you should behave in snow and slippery conditions. Driving is particularly dangerous in snow, ice and fog. This is what drivers should know to get through the winter weather safely.","Apices: Agentes in hieme: Sic se gerere debes in nive et conditione lubrica. Agitatio maxime periculosa est in nivis, glacie et nebula. Hoc est quod rectores per hiemem secure scire debent.",2026-01-19 13:57:43+00:00
75ae42b5fca463fc70331f673419bd4d,2026-01-17T06:06:16Z,'Nebel Wetter',www.tagesspiegel.de,de,0.8,Wetter in Berlin und Brandenburg: Frostiger Start ins Wochenende – Ortsweise Glätte und Nebel,Der Winter zeigt sich hartnäckig: auch am Wochenende gibt es Minusgrade. Ortsweise bringen die Temperaturen Hochnebel und rutschige Wege mit sich.,https://www.tagesspiegel.de/berlin/wetter-in-berlin-und-brandenburg-frostiger-start-ins-wochenende--ortsweise-glatte-und-nebel-15148355.html,https://www.tagesspiegel.de/images/15148354/alternates/BASE_16_9_W1400/1768629975000/berlin.jpeg,http://web.archive.org/web/20260118053804/https://www.tagesspiegel.de/berlin/wetter-in-berlin-und-brandenburg-frostiger-start-ins-wochenende--ortsweise-glatte-und-nebel-15148355.html,Es bleibt auch am Wochenende kalt in Berlin und Brandenburg. Laut dem Deutschen Wetterdienst (DWD) ist heute in den Morgenstunden mit leichtem Frost und Glätte zu rechnen. Im Tagesverlauf steigen die… [+1162 chars],,Wetter in Berlin und Brandenburg: Frostiger Start ins Wochenende – Ortsweise Glätte und Nebel. Der Winter zeigt sich hartnäckig: auch am Wochenende gibt es Minusgrade. Ortsweise bringen die Temperaturen Hochnebel und rutschige Wege mit sich.,Weather in Berlin and Brandenburg: Frosty start to the weekend - slippery and foggy in places. The winter is stubborn: there are temperatures below zero even on weekends. In some places the temperatures bring high fog and slippery paths.,Tempestas in Berlin et Brandenburg: Frosty auctori incipiunt - lubrica et nebulosa in locis. Hiems contumax est: temperaturae infra nullae etiam in weekends sunt. Temperaturae in quibusdam locis altas nebulas et lubricas semitas afferunt.,2026-01-19 19:35:19+00:00
720bf966149865c1388fb85fb4267c4b,2026-01-17T06:12:41Z,'Nebel Wetter',www.stern.de,de,0.8,Wetter: Der Samstag wird trüb - die Nacht zum Sonntag glatt,München/Offenbach (lby) - Der Samstag wird in weiten Teilen Bayerns trüb. Der Deutsche Wetterdienst erwartet Nebel und Hochnebel. Nur in den Alpen und im,https://www.stern.de/gesellschaft/regional/bayern/wetter--der-samstag-wird-trueb---die-nacht-zum-sonntag-glatt-37049846.html,https://image.stern.de/37049848/t/r7/v1/w1440/r1.7778/-/17--nuilsaylgzv3axs2048jpeg---e1feab6c2b046254.jpg,http://web.archive.org/web/20260118021851/https://www.stern.de/gesellschaft/regional/bayern/wetter--der-samstag-wird-trueb---die-nacht-zum-sonntag-glatt-37049846.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Die Wetteraussichten sind trist. Wer dem entkommen will, muss nach oben.
Der Samstag wird in weiten Teilen Bayerns trüb. Der Deutsche Wetterdien… [+728 chars]",,Wetter: Der Samstag wird trüb - die Nacht zum Sonntag glatt. München/Offenbach (lby) - Der Samstag wird in weiten Teilen Bayerns trüb. Der Deutsche Wetterdienst erwartet Nebel und Hochnebel. Nur in den Alpen und im,Weather: Saturday will be cloudy - Sunday night will be smooth. Munich/Offenbach (lby) - Saturday will be cloudy in large parts of Bavaria. The German Weather Service expects fog and high fog. Only in the Alps and in,Tempestas: Saturni dies nubilus erit - Solis nox lenis erit. Munich/Offenbach (lby) - Die Saturni in magnis Bavariae partibus nubilus erit. Ministerium Tempestatis Germanorum nebulam et nebulam altam expectat. Tantum in Alpibus et in,2026-01-19 19:35:19+00:00
9ad332b0c85903e21bec1c0c4396dc60,2026-01-17T06:18:12Z,'Nebel Wetter',www.stern.de,de,0.8,Wetter im Südwesten: Nebel und Frost im Südwesten – Sonne nur in höheren Lagen,"Stuttgart (lsw) - Dichte Nebelfelder, zäher Hochnebel und stellenweise Dauerfrost bestimmen das Wetter am Wochenende und zu Wochenbeginn in",https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/wetter-im-suedwesten--nebel-und-frost-im-suedwesten---sonne-nur-in-hoeheren-lagen-37049852.html,https://image.stern.de/37049854/t/BG/v1/w1440/r1.7778/-/17--wrnx5hh2fcv4axs2048jpeg---859462d95adc6dd5.jpg,http://web.archive.org/web/20260118060816/https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/wetter-im-suedwesten--nebel-und-frost-im-suedwesten---sonne-nur-in-hoeheren-lagen-37049852.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Im Tal graue Suppe, auf den Höhen Sonne satt: Wer dem Nebel entkommen will, muss hoch hinaus. Wie das Wetter am Wochenende wird.
Dichte Nebelfel… [+1208 chars]",,"Wetter im Südwesten: Nebel und Frost im Südwesten – Sonne nur in höheren Lagen. Stuttgart (lsw) - Dichte Nebelfelder, zäher Hochnebel und stellenweise Dauerfrost bestimmen das Wetter am Wochenende und zu Wochenbeginn in","Weather in the southwest: Fog and frost in the southwest - sun only at higher altitudes. Stuttgart (lsw) - Dense fields of fog, thick high fog and permanent frost in places determine the weather at the weekend and at the beginning of the week","Tempestas in Africo: Caligo et gelu in Africo - Sol in altioribus altitudinibus tantum. Stuttgart (lsw) - Densa nebulae campi, densae altae nebulae et gelu permanentes in locis tempestatibus constituunt in auctor et in ineunte hebdomade.",2026-01-19 19:35:19+00:00
fea88b2b2c3f8f56a7ed01aebd6290a3,2026-01-17T06:18:12Z,'Nebel Wetter',www.zeit.de,de,0.8,Wetter im Südwesten: Nebel und Frost im Südwesten – Sonne nur in höheren Lagen,Hier finden Sie Informationen zu dem Thema „Wetter im Südwesten“. Lesen Sie jetzt „Nebel und Frost im Südwesten – Sonne nur in höheren Lagen“.,https://www.zeit.de/news/2026-01/17/nebel-und-frost-im-suedwesten-sonne-nur-in-hoeheren-lagen,https://img.zeit.de/news/2026-01/17/nebel-und-frost-im-suedwesten-sonne-nur-in-hoeheren-lagen-image-group/wide__1300x731,http://web.archive.org/web/20260118074748/https://www.zeit.de/news/2026-01/17/nebel-und-frost-im-suedwesten-sonne-nur-in-hoeheren-lagen,"Dichte Nebelfelder, zäher Hochnebel und stellenweise Dauerfrost bestimmen das Wetter am Wochenende und zu Wochenbeginn in Baden-Württemberg. In den Niederungen dürfte sich die trübe Hochnebellage har… [+1063 chars]",,Wetter im Südwesten: Nebel und Frost im Südwesten – Sonne nur in höheren Lagen. Hier finden Sie Informationen zu dem Thema „Wetter im Südwesten“. Lesen Sie jetzt „Nebel und Frost im Südwesten – Sonne nur in höheren Lagen“.,Weather in the southwest: Fog and frost in the southwest - sun only at higher altitudes. Here you will find information on the topic of “Weather in the Southwest”. Now read “Fog and frost in the southwest – sun only at higher altitudes”.,"Tempestas in Africo: Caligo et gelu in Africo - Sol in altioribus altitudinibus tantum. Hic informationes invenies in argumento ""Tempestatis in Africo"". Nunc legitur ""Fuga et gelu ad meridiem - Sol solum in altioribus altitudinibus"".",2026-01-19 19:35:19+00:00
