index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
c262dc459b633b6bb0efd9a70f2f6fe1,2026-03-01T11:38:32Z,'Nebel schlechte Sicht',www.stern.de,de,0.8,Ski alpin: Schlechte Sicht: Super-G in Garmisch abgesagt,Garmisch-Partenkirchen - Der Weltcup-Super-G der Männer in Garmisch-Partenkirchen ist wegen schlechter Sicht abgesagt worden. Nebel und Regen,https://www.stern.de/gesellschaft/regional/bayern/ski-alpin--schlechte-sicht--super-g-in-garmisch-abgesagt-37181032.html,https://image.stern.de/37181034/t/wZ/v1/w1440/r1.7778/-/01--vh6klo37a3v4axs2048jpeg---fd140bc6f140fa72.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Nebel und Regen in den bayerischen Alpen: Ein Weltcup-Rennen wird nicht ausgetragen.
Der Weltcup-Super-G der Männer in Garmisch-Partenkirchen is… [+682 chars]",,Ski alpin: Schlechte Sicht: Super-G in Garmisch abgesagt. Garmisch-Partenkirchen - Der Weltcup-Super-G der Männer in Garmisch-Partenkirchen ist wegen schlechter Sicht abgesagt worden. Nebel und Regen,Alpine skiing: Poor visibility: Super-G in Garmisch canceled. Garmisch-Partenkirchen - The men's World Cup Super-G in Garmisch-Partenkirchen has been canceled due to poor visibility. Fog and rain,Alpina skiing: Pauper visibilitas: Super-G in Garmisch cassatur. Garmisch-Partenkirchen - Hominum Trophaeum Super-G in Garmisch-Partenkirchen ob visibilitatem pauperum remissum est. Nebula et pluvia,2026-03-02 14:11:16+00:00
22822a33d72a7251f9cd6637a3c191ab,2026-03-01T11:50:21Z,'Nebel schlechte Sicht',sport.orf.at,de,0.8,Herren-Super-G in Garmisch abgesagt,Der für Sonntag geplante Herren-Super-G in Garmisch-Partenkirchen ist nach mehrfacher Verschiebung abgesagt worden. Nebel und demnach zu schlechte Sicht auf der Kandahar-Strecke zwangen die Rennleitung nach Zuwarten um 12.15 Uhr aus Sicherheitsgründen zu dies…,https://sport.orf.at/stories/3153069/,https://ibs.orf.at/sport?image=https%3A%2F%2Fassets.orf.at%2Fmims%2F2026%2F10%2F65%2Fcrops%2Fw%3D1200%2Ch%3D630%2Cq%3D75%2F2953232_master_1141765_ski_alpin_herren_garmisch_super_g_absage_g.jpg%3Fs%3Df5623d4be532397d8c9f3b43afb7f00ead1b77c3,,Der Garmisch-Super-G soll in knapp zwei Wochen in Courchevel nachgeholt werden. Die Abfahrt am Samstag hatte der Schweizer Marco Odermatt vor seinen Landsleuten Alexis Monney und Stefan Rogentin sowi… [+812 chars],,Herren-Super-G in Garmisch abgesagt. Der für Sonntag geplante Herren-Super-G in Garmisch-Partenkirchen ist nach mehrfacher Verschiebung abgesagt worden. Nebel und demnach zu schlechte Sicht auf der Kandahar-Strecke zwangen die Rennleitung nach Zuwarten um 12.15 Uhr aus Sicherheitsgründen zu dies…,Men's Super-G in Garmisch canceled. The men's Super-G in Garmisch-Partenkirchen planned for Sunday has been canceled after being postponed several times. Fog and therefore poor visibility on the Kandahar route forced the race management to do this after waiting at 12.15 p.m. for safety reasons...,"Hominum Super-G in Garmisch instat. Super-G hominum in Garmisch-Partenkirchen pro die dominico cogitavit postquam pluries differtur. Nebula et ideo pauper visibilitas in itinere Kandahar compulit administrationem stadii hoc facere, expectato tempore 12.15 a.m. causa salutis ...",2026-03-02 14:11:16+00:00
29f10619e23d92468a8fa1394e2a776c,2026-03-04T04:47:24Z,'Nebel Wetter',www.stern.de,de,0.8,Wetter: Sonne verwöhnt den Freistaat – örtlich Nebel,"Morgens Nebel, mittags Sonne: In Bayern wechseln sich Frühlingsgefühle und frostige Nächte ab. Was der Deutsche Wetterdienst zum Wetter bis zum Wochenende sagt.",https://www.stern.de/gesellschaft/regional/bayern/wetter--sonne-verwoehnt-den-freistaat---oertlich-nebel-37189022.html,https://image.stern.de/37189024/t/Fa/v1/w1440/r1.7778/-/04--2inqrjp5kov5axs2048jpeg---9727970bced85756.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Morgens Nebel, mittags Sonne: In Bayern wechseln sich Frühlingsgefühle und frostige Nächte ab. Was der Deutsche Wetterdienst zum Wetter bis zum W… [+1065 chars]",,"Wetter: Sonne verwöhnt den Freistaat – örtlich Nebel. Morgens Nebel, mittags Sonne: In Bayern wechseln sich Frühlingsgefühle und frostige Nächte ab. Was der Deutsche Wetterdienst zum Wetter bis zum Wochenende sagt.","Weather: Sun spoils the Free State - locally fog. Fog in the morning, sun at midday: Spring fever alternates with frosty nights in Bavaria. What the German Weather Service says about the weather until the weekend.","Tempestas: sol liberae rei publicae corrumpit - localiter nebula. Caligo mane, sol meridies: ver febris in Bavaria noctes pruinosas alternat. Quid Tempestas Germanica dicit de tempestate usque ad volutpat vestibulum.",2026-03-05 14:10:20+00:00
f1cf70c7602d740c4808da6f49d3722a,2026-03-02T04:43:39Z,'Nebel Wetter',www.stern.de,de,0.8,Wetter: Viel Sonne zum Wochenstart - bleibt das Wetter so?,München (lby) - Zum Beginn der Woche startet der Frühling in Bayern weiter durch. Nach sich zum Teil zögerlich auflösendem Nebel bringt der Montag laut,https://www.stern.de/gesellschaft/regional/bayern/wetter--viel-sonne-zum-wochenstart---bleibt-das-wetter-so--37182130.html,https://image.stern.de/37182132/t/_h/v1/w1440/r1.7778/-/02--pavfnzifygv3axs2048jpeg---2f6b877a1022b480.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Der Frühling legt richtig los: Sonne satt in Bayern und milde Temperaturen. Ein Ausblick auf die nächsten Tage.
Zum Beginn der Woche startet der… [+1000 chars]",,Wetter: Viel Sonne zum Wochenstart - bleibt das Wetter so?. München (lby) - Zum Beginn der Woche startet der Frühling in Bayern weiter durch. Nach sich zum Teil zögerlich auflösendem Nebel bringt der Montag laut,"Weather: Lots of sun at the start of the week - will the weather stay like this? Munich (lby) - At the beginning of the week, spring continues to take off in Bavaria. After the fog slowly dissipates, Monday brings loud noises","Tempestas: Sortes solis ineunte hebdomade - tempestas sic erit? Munich (lby) - Initio hebdomadis fons in Bavaria pergit auferre. Post nebula lente dissipat, Lunae sonos adfert",2026-03-06 14:04:46+00:00
ac16a5a21137d36400f949b9a36cc5db,2026-03-02T08:10:08Z,'Nebel Wetter',www.stern.de,de,0.8,Wetter: Frühlingshafte Tage in Hamburg und Schleswig-Holstein,Warme Luft aus Südwesten sorgt für Sonnenmomente und bis zu 14 Grad – doch ein Tag bringt überraschend kühle Luft und Nebel. Was der Wetterdienst für Hamburg und Schleswig-Holstein prognostiziert.,https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/wetter--fruehlingshafte-tage-in-hamburg-und-schleswig-holstein-37182512.html,https://image.stern.de/37182514/t/AM/v1/w1440/r1.7778/-/02--bhes3o5lmyv11axs2048jpeg---8f4418412ac21fc4.jpg,http://web.archive.org/web/20260302082118/https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/wetter--fruehlingshafte-tage-in-hamburg-und-schleswig-holstein-37182512.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Warme Luft aus Südwesten sorgt für Sonnenmomente und bis zu 14 Grad doch ein Tag bringt überraschend kühle Luft und Nebel. Was der Wetterdienst f… [+1137 chars]",,Wetter: Frühlingshafte Tage in Hamburg und Schleswig-Holstein. Warme Luft aus Südwesten sorgt für Sonnenmomente und bis zu 14 Grad – doch ein Tag bringt überraschend kühle Luft und Nebel. Was der Wetterdienst für Hamburg und Schleswig-Holstein prognostiziert.,Weather: Spring-like days in Hamburg and Schleswig-Holstein. Warm air from the southwest ensures moments of sunshine and up to 14 degrees - but one day brings surprisingly cool air and fog. What the weather service forecasts for Hamburg and Schleswig-Holstein.,Tempestas: dies vernum sicut in Hamburg et in Schleswig-Holstein. Aer calidus ab occasu brumali momenta solis et usque ad 14 gradus efficit - sed unus dies mire refrigerat aerem et nebulam. Quid tempestatis ministerium praesagium Hamburgum et Schleswig-Holstein.,2026-03-06 14:04:46+00:00
9da4438c50fe7e8a9e458b822e914eb4,2026-03-05T14:10:01Z,'Nebeltage',www.sueddeutsche.de,de,0.8,Wetter in Bayern: Der Süden versinkt im Nebel,"Jeden Morgen Nebel, im Donautal, im Isartal, im Lechtal. Vor allem die Niederbayern müssten in kollektive Depression versinken, kaum irgendwo sonst in Deutschland gibt es so viel Nebel. Aber das kann auch Gutes verheißen.",https://www.sueddeutsche.de/bayern/bayern-nebel-wetterphaenomene-freistaat-li.3447657,https://www.sueddeutsche.de/2026/02/19/4d34cd74-ebdd-43b4-b819-8448661a95bf.jpg?q=60&fm=webp&width=1200&rect=0%2C206%2C4000%2C2250,,"Wie schön wäre es jetzt in Lübeck statt in Regensburg, in Husum statt in Straubing, auch in Büsum statt im Lechfeld. Da könnte man aufstehen, aus dem Fenster blicken und höchstwahrscheinlich sogar et… [+2432 chars]",,"Wetter in Bayern: Der Süden versinkt im Nebel. Jeden Morgen Nebel, im Donautal, im Isartal, im Lechtal. Vor allem die Niederbayern müssten in kollektive Depression versinken, kaum irgendwo sonst in Deutschland gibt es so viel Nebel. Aber das kann auch Gutes verheißen.","Weather in Bavaria: The south is sinking into fog. Fog every morning, in the Danube Valley, in the Isar Valley, in the Lechtal. Lower Bavaria in particular would have to sink into collective depression; hardly anywhere else in Germany is there so much fog. But that can also bode well.","Tempestas in Bavaria: Meridies in nebula mergitur. Caligo omni mane, in valle Danubii, in valle Isar, in Lechtal. Bavariam inferiorem potissimum in depressionem collectivam haberent; vix alibi in Germania tanta nebula est. Sed id etiam bene coquere potest.",2026-03-06 19:51:43+00:00
91f6f74903b3ff311e8461ca8623e9e3,2026-03-07T06:40:21Z,'Nebel Wetter',www.stern.de,de,0.8,Wetter: Sonnig und milder Samstag in Bayern,"München (lby) - Leicht frostige Nächte, morgendlicher Nebel und tagsüber reichlich Sonnenschein und ein paar Wolken - so geht das Wetter in Bayern weiter.",https://www.stern.de/gesellschaft/regional/bayern/wetter--sonnig-und-milder-samstag-in-bayern-37199616.html,https://image.stern.de/37199618/t/GJ/v1/w1440/r1.7778/-/07--6xmndcycezv7axs2048jpeg---c8282c654538dea5.jpg,http://web.archive.org/web/20260307065059/https://www.stern.de/gesellschaft/regional/bayern/wetter--sonnig-und-milder-samstag-in-bayern-37199616.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Auch wenn die Nächte teils noch winterlich kalt sind: Tagsüber gibt es im Freistaat weiterhin frühlingshaftes Wetter.
Leicht frostige Nächte, mo… [+1018 chars]",,"Wetter: Sonnig und milder Samstag in Bayern. München (lby) - Leicht frostige Nächte, morgendlicher Nebel und tagsüber reichlich Sonnenschein und ein paar Wolken - so geht das Wetter in Bayern weiter.","Weather: Sunny and mild Saturday in Bavaria. Munich (lby) - Slightly frosty nights, morning fog and plenty of sunshine and a few clouds during the day - this is how the weather in Bavaria continues.","Weather: Apricus et mitis Saturni in Bavaria. Munich (lby) - Leviter pruinae noctes, matutinae nebulae et soles copiae et interdiu paucae nubes — hoc modo tempestas in Bavaria continuatur.",2026-03-10 07:58:25+00:00
f160a727f80420ff982f920c59509ee6,2026-03-07T06:01:20Z,'Nebel Wetter',www.stern.de,de,0.8,DWD-Vorhersage: Bis zu 20 Grad und Saharastaub im Land,"Morgens Nebel, tagsüber bis zu 20 Grad und dazu Saharastaub: Was das Wetter am Wahlwochenende in Baden-Württemberg für Autofahrer und Sonnenhungrige bereithält.",https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/dwd-vorhersage--bis-zu-20-grad-und-saharastaub-im-land-37199592.html,https://image.stern.de/37199594/t/15/v1/w1440/r1.7778/-/07--zgof6dnb7wv3axs2048jpeg---e6dadb8f3e52676e.jpg,http://web.archive.org/web/20260307061937/https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/dwd-vorhersage--bis-zu-20-grad-und-saharastaub-im-land-37199592.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Morgens Nebel, tagsüber bis zu 20 Grad und dazu Saharastaub: Was das Wetter am Wahlwochenende in Baden-Württemberg für Autofahrer und Sonnenhungr… [+1341 chars]",,"DWD-Vorhersage: Bis zu 20 Grad und Saharastaub im Land. Morgens Nebel, tagsüber bis zu 20 Grad und dazu Saharastaub: Was das Wetter am Wahlwochenende in Baden-Württemberg für Autofahrer und Sonnenhungrige bereithält.","DWD forecast: Up to 20 degrees and Sahara dust in the country. Fog in the morning, up to 20 degrees during the day and Sahara dust: what the weather has in store for drivers and sun seekers on the election weekend in Baden-Württemberg.","Providemus DWD: Usque ad 20 gradus et pulvis Saharae in regione. Nebula mane, usque ad 20 gradus interdiu et pulvis Saharae: quae tempestas reposita est rectoribus et solis quaesitoribus in volutpat vestibulum electionis in Baden-Württemberg.",2026-03-11 14:14:53+00:00
9318b5d2ed572a9851163851fbc5c730,2026-03-07T07:34:14Z,'Nebel Wetter',www.ibiza-heute.de,de,0.8,Wochenend-Wetter auf Ibiza und Formenetar: Katastrophe!,"Für das Wetter am Wochenende gibt es eigentlich nur einen Satz: Es ist eine Katastrophe. Wenn ich aus dem Fenster schaue, es ist Samstag, 8.30 Uhr, sehe ich nur Grau – grauer Himmel, grauer Nebel. Dazu regnet es seit Stunden. Und das wird am heutigen Samstag …",https://www.ibiza-heute.de/wochenend-wetter-auf-ibiza-und-formenetar-katastrophe/,https://www.ibiza-heute.de/wp-content/uploads/2026/03/FormenteraPeterEberhardt.jpg,,"Für das Wetter am Wochenende gibt es eigentlich nur einen Satz: Es ist eine Katastrophe. Wenn ich aus dem Fenster schaue, es ist Samstag, 8.30 Uhr, sehe ich nur Grau grauer Himmel, grauer Nebel. Dazu… [+1054 chars]",,"Wochenend-Wetter auf Ibiza und Formenetar: Katastrophe!. Für das Wetter am Wochenende gibt es eigentlich nur einen Satz: Es ist eine Katastrophe. Wenn ich aus dem Fenster schaue, es ist Samstag, 8.30 Uhr, sehe ich nur Grau – grauer Himmel, grauer Nebel. Dazu regnet es seit Stunden. Und das wird am heutigen Samstag …","Weekend weather in Ibiza and Formentera: disaster! There's really only one sentence to describe the weekend's weather: It's a disaster. When I look out the window, it's Saturday, 8:30 a.m., all I see is gray - gray sky, gray fog. Plus it's been raining for hours. And that will be this Saturday...","Volutpat tempestas in Ibiza et Formentera: clade! Ibi vere una sententia est ut tempestatem auctoris describam: Ea clades est. Cum fenestram prospicio, Sabbatum est, 8:30 a.m., omnes video cinereum - caelum cinereum, nebulam cineream. Plus horas pluit. Et hoc erit Sabbatum...",2026-03-11 14:14:53+00:00
bc9efb27d201fbd922706792df611619,2026-03-08T08:35:08Z,'Nebel Wetter',www.stern.de,de,0.8,Wetteraussichten: Mildes Wetter in Hessen – nachts Frost und Nebel möglich,"Tagsüber bleibt es in Hessen mild und meist trocken, nachts kann es jedoch örtlich zu Frost und Nebel kommen. Was der Deutsche Wetterdienst für die kommenden Tage erwartet.",https://www.stern.de/gesellschaft/regional/hessen/wetteraussichten--mildes-wetter-in-hessen---nachts-frost-und-nebel-moeglich-37201180.html,https://image.stern.de/37201182/t/rv/v1/w1440/r1.7778/-/08--xdhhhdjkqtv4axs2048jpeg---2d29e88ee53ee88b.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Tagsüber bleibt es in Hessen mild und meist trocken, nachts kann es jedoch örtlich zu Frost und Nebel kommen. Was der Deutsche Wetterdienst für d… [+1385 chars]",,"Wetteraussichten: Mildes Wetter in Hessen – nachts Frost und Nebel möglich. Tagsüber bleibt es in Hessen mild und meist trocken, nachts kann es jedoch örtlich zu Frost und Nebel kommen. Was der Deutsche Wetterdienst für die kommenden Tage erwartet.","Weather outlook: Mild weather in Hesse – frost and fog possible at night. During the day it remains mild and mostly dry in Hesse, but at night there can be frost and fog in some places. What the German Weather Service expects for the coming days.","Tempestas prospectus: tempestas lenis in Hassia - gelu et nebula nocte fieri possunt. Interdiu manet mitis et maxime siccus in Hassia, noctu autem potest esse pruina et nebula in aliquibus locis. Quid expectat Tempestas Germanica in dies venturos.",2026-03-11 14:14:53+00:00
